sample	path	BTau_norm	TTau_norm	BTau	TTau	totalCounts	name
14553_CER.FCC7E15ACXX_L7ICGTACG		0.7274670542003449	287.147899153153	83	32762	114094514	14553_CER.FCC7E15ACXX_L7ICGTACG.snap.bam
11502_CER.FCC7BR1ACXX_L4IATTCCT		1.6651230975552331	337.1319231516828	180	36444	108100116	11502_CER.FCC7BR1ACXX_L4IATTCCT.snap.bam
11271_CER.FCC7KRCACXX_L1IATCACG		3.129677883758654	361.0200535707176	441	50871	140909070	11271_CER.FCC7KRCACXX_L1IATCACG.snap.bam
1951_CER.FCC7KKVACXX_L7IGTGGCC		0.8652355043015992	394.16049603684155	123	56033	142157828	1951_CER.FCC7KKVACXX_L7IGTGGCC.snap.bam
11325_CER.FCC7DRJACXX_L4IACTGAT		1.1122787481003527	264.2237343332182	116	27556	104290404	11325_CER.FCC7DRJACXX_L4IACTGAT.snap.bam
11267_CER.FCC7KRCACXX_L4IGAGTGG		1.7610978671745385	240.70654752087782	228	31163	129464696	11267_CER.FCC7KRCACXX_L4IGAGTGG.snap.bam
1214_CER.FCC7KRCACXX_L4IATTCCT		2.190529700774534	282.737526872355	344	44401	157039642	1214_CER.FCC7KRCACXX_L4IATTCCT.snap.bam
11485_CER.FCC7E15ACXX_L8IACTGAT		1.8765922334703833	287.1710304984399	179	27392	95385666	11485_CER.FCC7E15ACXX_L8IACTGAT.snap.bam
1934_CER.FCC7E15ACXX_L4IACTGAT		0.5535130922451709	297.5857709390972	84	45161	151757928	1934_CER.FCC7E15ACXX_L4IACTGAT.snap.bam
1271_CER.FCC7LB6ACXX_L4IACTGAT		1.2682890175273773	327.1026086690323	175	45134	137981168	1271_CER.FCC7LB6ACXX_L4IACTGAT.snap.bam
892_CER.FCC7KRCACXX_L5IACTTGA		0.3068743057645761	351.6147744020762	34	38957	110794548	892_CER.FCC7KRCACXX_L5IACTTGA.snap.bam
933_CER.FCC79ETACXX_L8IATTCCT		2.4932738311224947	309.04475424795424	288	35698	115510778	933_CER.FCC79ETACXX_L8IATTCCT.snap.bam
11422_CER.FCC7983ACXX_L7IGTTTCG		1.2430737286471407	315.54151654293673	156	39599	125495372	11422_CER.FCC7983ACXX_L7IGTTTCG.snap.bam
11323_CER.FCC7KKVACXX_L3IGTGGCC		1.6681261102004812	211.601797078931	200	25370	119895012	11323_CER.FCC7KKVACXX_L3IGTGGCC.snap.bam
1089_CER.FCC7AFDACXX_L4IATTCCT		3.03969873208122	356.94240081982986	342	40160	112511150	1089_CER.FCC7AFDACXX_L4IATTCCT.snap.bam
813_CER.FCC7L0WACXX_L5IACTTGA		1.4276203071336646	302.09873319255473	300	63483	210139908	813_CER.FCC7L0WACXX_L5IACTTGA.snap.bam
797_CER.FCC7BMUACXX_L8IATTCCT		1.5594614759508585	416.2098715214444	225	60051	144280576	797_CER.FCC7BMUACXX_L8IATTCCT.snap.bam
6819_CER.FCC79ETACXX_L3IGTTTCG		3.4348300285919877	314.05575713347315	416	38036	121112252	6819_CER.FCC79ETACXX_L3IGTTTCG.snap.bam
11493_CER.FCC7DRJACXX_L5ITTAGGC		0.4606709967897681	268.04141948212657	60	34911	130244796	11493_CER.FCC7DRJACXX_L5ITTAGGC.snap.bam
11397_CER.FCC7AFDACXX_L6ITAGCTT		1.0232682535338662	246.0360938609491	111	26689	108475954	11397_CER.FCC7AFDACXX_L6ITAGCTT.snap.bam
785_CER.FCC7KRCACXX_L7ICGTACG		1.6012201246110493	343.6858875465156	250	53660	156130938	785_CER.FCC7KRCACXX_L7ICGTACG.snap.bam
1924_CER.FCC7983ACXX_L2IGATCAG		1.0565475649077594	278.7815592135743	115	30344	108845076	1924_CER.FCC7983ACXX_L2IGATCAG.snap.bam
6915_CER.FCC7BR1ACXX_L7IGTTTCG		1.4589117364442281	332.7354672751854	169	38544	115839770	6915_CER.FCC7BR1ACXX_L7IGTTTCG.snap.bam
742_CER.FCC7KKVACXX_L2IGGCTAC		1.463224904244752	331.39781362219543	194	43938	132583856	742_CER.FCC7KKVACXX_L2IGGCTAC.snap.bam
1956_CER.FCC7983ACXX_L8IACTGAT		1.296477627964532	295.9560585187953	148	33785	114155460	1956_CER.FCC7983ACXX_L8IACTGAT.snap.bam
1936_CER.FCC7KRCACXX_L1ITTAGGC		1.4062983027275486	186.82397206970242	204	27101	145061684	1936_CER.FCC7KRCACXX_L1ITTAGGC.snap.bam
11253_CER.FCC7KKVACXX_L3IGTTTCG		1.338100332526441	404.27646347105207	173	52268	129287764	11253_CER.FCC7KKVACXX_L3IGTTTCG.snap.bam
11403_CER.FCC7DRJACXX_L6ITAGCTT		2.5827284274097595	351.9615254038756	309	42109	119640918	11403_CER.FCC7DRJACXX_L6ITAGCTT.snap.bam
11258_CER.FCC7E15ACXX_L7IGTTTCG		4.098735579035232	411.9385102389687	526	52865	128332260	11258_CER.FCC7E15ACXX_L7IGTTTCG.snap.bam
11385_CER.FCC7KKVACXX_L6ITAGCTT		2.2933702272657777	254.05205344619984	318	35227	138660560	11385_CER.FCC7KKVACXX_L6ITAGCTT.snap.bam
11372_CER.FCC7AFDACXX_L4IACTGAT		6.691617078004033	349.14139714108495	773	40332	115517668	11372_CER.FCC7AFDACXX_L4IACTGAT.snap.bam
1046_CER.FCC7E15ACXX_L4IATTCCT		0.573775978732037	324.1196750970751	63	35588	109798950	1046_CER.FCC7E15ACXX_L4IATTCCT.snap.bam
991_CER.FCC7KUNACXX_L3ICGTACG		2.151033865094978	343.555767105838	374	59734	173869880	991_CER.FCC7KUNACXX_L3ICGTACG.snap.bam
11249_CER.FCC79ETACXX_L4IATTCCT		4.289981757301149	371.0997337242578	526	45501	122611244	11249_CER.FCC79ETACXX_L4IATTCCT.snap.bam
6863_CER.FCC7BR1ACXX_L4IGAGTGG		4.507789118369478	382.70411242189	502	42619	111362796	6863_CER.FCC7BR1ACXX_L4IGAGTGG.snap.bam
976_CER.FCC7AFDACXX_L1IACTTGA		2.8523773437285844	294.5549554956395	349	36040	122354078	976_CER.FCC7AFDACXX_L1IACTTGA.snap.bam
946_CER.FCC7LB6ACXX_L6IGGCTAC		1.6145005488735376	287.58881122039736	171	30460	105915108	946_CER.FCC7LB6ACXX_L6IGGCTAC.snap.bam
812_CER.FCC79ETACXX_L2IGGCTAC		2.185423621792394	262.43144813754947	242	29060	110733680	812_CER.FCC79ETACXX_L2IGGCTAC.snap.bam
725_CER.FCC7L0WACXX_L1IACTTGA		2.489840486229072	290.2322050557869	413	48142	165874080	725_CER.FCC7L0WACXX_L1IACTTGA.snap.bam
11399_CER.FCC7DRJACXX_L6IGATCAG		1.390766658660666	277.43105512487296	181	36106	130144046	11399_CER.FCC7DRJACXX_L6IGATCAG.snap.bam
11330_CER.FCC7AFDACXX_L3IGTGGCC		1.120111444349831	301.80173477396545	123	33141	109810502	11330_CER.FCC7AFDACXX_L3IGTGGCC.snap.bam
1964_CER.FCC7DRJACXX_L8IGAGTGG		0.7525605685203763	342.43010988814166	100	45502	132879670	1964_CER.FCC7DRJACXX_L8IGAGTGG.snap.bam
11443_CER.FCC7LB6ACXX_L3IGTGGCC		2.1913967923847095	297.96117552420077	223	30321	101761580	11443_CER.FCC7LB6ACXX_L3IGTGGCC.snap.bam
11311_CER.FCC7AFDACXX_L5IATCACG		0.7741375807372275	257.76846094597835	80	26638	103340804	11311_CER.FCC7AFDACXX_L5IATCACG.snap.bam
11276_CER.FCC7DJAACXX_L7IGTTTCG		2.5091808575219674	301.7603628777356	320	38484	127531660	11276_CER.FCC7DJAACXX_L7IGTTTCG.snap.bam
1933_CER.FCC7KUNACXX_L1ITTAGGC		1.93896658004169	354.9876269549979	334	61149	172256708	1933_CER.FCC7KUNACXX_L1ITTAGGC.snap.bam
11432_CER.FCC79ALACXX_L6IATCACG		2.8574078978972897	313.81521274284006	366	40196	128088118	11432_CER.FCC79ALACXX_L6IATCACG.snap.bam
11338_CER.FCC7KUNACXX_L6IGATCAG		1.367614409882588	323.6920673288151	215	50887	157208054	11338_CER.FCC7KUNACXX_L6IGATCAG.snap.bam
11410_CER.FCC7983ACXX_L2IGGCTAC		3.769167572923992	315.3265706211664	417	34886	110634508	11410_CER.FCC7983ACXX_L2IGGCTAC.snap.bam
11452_CER.FCC7BR1ACXX_L1ITTAGGC		2.8487919254599046	414.14205033596727	331	48119	116189602	11452_CER.FCC7BR1ACXX_L1ITTAGGC.snap.bam
11402_CER.FCC7KRCACXX_L2IGATCAG		2.33126772706492	340.94635914973856	377	55136	161714588	11402_CER.FCC7KRCACXX_L2IGATCAG.snap.bam
1166_CER.FCC79ETACXX_L2ITAGCTT		2.79364220212808	318.44826272553877	311	35451	111324206	1166_CER.FCC79ETACXX_L2ITAGCTT.snap.bam
801_CER.FCC7KKVACXX_L1ITTAGGC		4.072702999979043	344.2531469922406	501	42348	123014126	801_CER.FCC7KKVACXX_L1ITTAGGC.snap.bam
11477_CER.FCC7KUNACXX_L4IGAGTGG		0.42325321879281347	120.96257556707067	53	15147	125220548	11477_CER.FCC7KUNACXX_L4IGAGTGG.snap.bam
1104_CER.FCC7KUNACXX_L4IACTGAT		2.4467548016301466	408.8016799500613	417	69672	170429828	1104_CER.FCC7KUNACXX_L4IACTGAT.snap.bam
11303_CER.FCC7L0WACXX_L2ITAGCTT		1.395740908730985	421.3504790851701	265	79999	189863318	11303_CER.FCC7L0WACXX_L2ITAGCTT.snap.bam
11481_CER.FCC7AFDACXX_L4IGAGTGG		1.5551781843303105	297.68632358651325	185	35412	118957430	11481_CER.FCC7AFDACXX_L4IGAGTGG.snap.bam
11279_CER.FCC7E15ACXX_L5IATCACG		1.8529105851214904	429.8105252473955	229	53120	123589342	11279_CER.FCC7E15ACXX_L5IATCACG.snap.bam
871_CER.FCC79ALACXX_L6IACTTGA		3.03348426762989	330.5384045398012	463	50450	152629768	871_CER.FCC79ALACXX_L6IACTTGA.snap.bam
11344_CER.FCC79ETACXX_L5IATCACG		1.5261393307914843	251.2843826615498	179	29473	117289422	11344_CER.FCC79ETACXX_L5IATCACG.snap.bam
1943_CER.FCC7KKVACXX_L5IACTTGA		0.8437003142099159	223.0234226807721	106	28020	125637028	1943_CER.FCC7KKVACXX_L5IACTTGA.snap.bam
1059_CER.FCC7BR1ACXX_L6IGGCTAC		3.6742834431312033	286.62557994276176	467	36430	127099612	1059_CER.FCC7BR1ACXX_L6IGGCTAC.snap.bam
11281_CER.FCC79ETACXX_L5IACTTGA		1.1299229551440009	382.7349184857691	128	43357	113282060	11281_CER.FCC79ETACXX_L5IACTTGA.snap.bam
11471_CER.FCC7KUNACXX_L1IATCACG		2.4749754985487455	152.98089596241365	307	18976	124041632	11471_CER.FCC7KUNACXX_L1IATCACG.snap.bam
1029_CER.FCC7L0WACXX_L2IGGCTAC		2.915854615102685	319.34722962271417	453	49613	155357540	1029_CER.FCC7L0WACXX_L2IGGCTAC.snap.bam
1169_CER.FCC7L0WACXX_L7ICGTACG		3.135537298293701	276.3932444489729	646	56944	206025296	1169_CER.FCC7L0WACXX_L7ICGTACG.snap.bam
11408_CER.FCC7KRCACXX_L6IGATCAG		1.4785711816012972	405.97340157681333	182	49972	123091808	11408_CER.FCC7KRCACXX_L6IGATCAG.snap.bam
6810_CER.FCC7AFDACXX_L2ITAGCTT		2.0356343505717343	337.9233481804833	253	41999	124285582	6810_CER.FCC7AFDACXX_L2ITAGCTT.snap.bam
11465_CER.FCC7KKVACXX_L1IATCACG		2.2031884341419965	220.72204129757202	306	30656	138889618	11465_CER.FCC7KKVACXX_L1IATCACG.snap.bam
1957_CER.FCC79ALACXX_L7IGATCAG		0.9276122004361937	320.53563552285755	122	42157	131520478	1957_CER.FCC79ALACXX_L7IGATCAG.snap.bam
1302_CER.FCC7LB6ACXX_L2IGATCAG		0.8855510509885464	303.3408327748002	123	42133	138896566	1302_CER.FCC7LB6ACXX_L2IGATCAG.snap.bam
11492_CER.FCC7BR1ACXX_L8IACTGAT		1.6256464971746178	347.2533322324094	192	41013	118106858	11492_CER.FCC7BR1ACXX_L8IACTGAT.snap.bam
11333_CER.FCC7L0WACXX_L8IGAGTGG		2.2746542384429382	302.89982109484674	411	54730	180686802	11333_CER.FCC7L0WACXX_L8IGAGTGG.snap.bam
11357_CER.FCC7AFDACXX_L8IATTCCT		1.9851562412279227	294.952897452308	221	32836	111326250	11357_CER.FCC7AFDACXX_L8IATTCCT.snap.bam
11291_CER.FCC7L2YACXX_L7IGATCAG		1.6319758604156485	286.116752482025	260	45583	159316082	11291_CER.FCC7L2YACXX_L7IGATCAG.snap.bam
834_CER.FCC7DRJACXX_L7ICGTACG		3.8873494243735567	306.9609392767311	501	39561	128879590	834_CER.FCC7DRJACXX_L7ICGTACG.snap.bam
11507_CER.FCC7L0WACXX_L2IGATCAG		4.705362629492897	356.70079725140164	768	58220	163218026	11507_CER.FCC7L0WACXX_L2IGATCAG.snap.bam
142_CER.FCC7L0WACXX_L8IACTGAT		2.3822160098189062	286.3759674272224	397	47725	166651554	142_CER.FCC7L0WACXX_L8IACTGAT.snap.bam
11468_CER.FCC7E15ACXX_L3IGTTTCG		0.9451883485776627	180.02355767541292	95	18094	100509068	11468_CER.FCC7E15ACXX_L3IGTTTCG.snap.bam
775_CER.FCC7DRJACXX_L5IACTTGA		1.4202489009106085	272.2296441680915	217	41594	152790120	775_CER.FCC7DRJACXX_L5IACTTGA.snap.bam
141_CER.FCC7DJAACXX_L8IATTCCT		6.115850839196103	288.4248771457344	724	34144	118380912	141_CER.FCC7DJAACXX_L8IATTCCT.snap.bam
11266_CER.FCC79ETACXX_L8IACTGAT		1.0552869543592127	296.5275165829822	130	36529	123189242	11266_CER.FCC79ETACXX_L8IACTGAT.snap.bam
11366_CER.FCC7KRCACXX_L6IGGCTAC		1.591822220997094	446.8172916542831	243	68209	152655238	11366_CER.FCC7KRCACXX_L6IGGCTAC.snap.bam
11500_CER.FCC7KUNACXX_L4IATTCCT		1.131815907579842	434.47770126214726	227	87140	200562652	11500_CER.FCC7KUNACXX_L4IATTCCT.snap.bam
1945_CER.FCC7LB6ACXX_L3IGTTTCG		0.6735932316246703	379.06027319145227	78	43894	115796888	1945_CER.FCC7LB6ACXX_L3IGTTTCG.snap.bam
11460_CER.FCC79ALACXX_L6ITTAGGC		6.097940031163862	356.8793343665867	936	54779	153494458	11460_CER.FCC79ALACXX_L6ITTAGGC.snap.bam
11305_CER.FCC7KKVACXX_L5IATCACG		4.504612746996196	398.0225597598486	574	50718	127424938	11305_CER.FCC7KKVACXX_L5IATCACG.snap.bam
11287_CER.FCC7983ACXX_L5ITTAGGC		2.3338020068761067	320.5779586334113	270	37088	115691048	11287_CER.FCC7983ACXX_L5ITTAGGC.snap.bam
6913_CER.FCC7LB6ACXX_L1IATCACG		3.4644789208512465	354.0376010612163	388	39650	111993754	6913_CER.FCC7LB6ACXX_L1IATCACG.snap.bam
11395_CER.FCC7LB6ACXX_L1ITTAGGC		1.286580816273772	297.9721170490056	150	34740	116588090	11395_CER.FCC7LB6ACXX_L1ITTAGGC.snap.bam
11334_CER.FCC7DRJACXX_L7IGTGGCC		1.645939230054689	267.2686740725578	155	25169	94171156	11334_CER.FCC7DRJACXX_L7IGTGGCC.snap.bam
851_CER.FCC7KUNACXX_L5IACTTGA		2.2051678562559465	332.2915650514106	413	62234	187287330	851_CER.FCC7KUNACXX_L5IACTTGA.snap.bam
766_CER.FCC7KKVACXX_L7ICGTACG		1.1712578189773901	227.92532557569274	162	31525	138312844	766_CER.FCC7KKVACXX_L7ICGTACG.snap.bam
11498_CER.FCC7983ACXX_L4IGAGTGG		1.111742919163066	317.4416119445347	114	32551	102541692	11498_CER.FCC7983ACXX_L4IGAGTGG.snap.bam
14552_CER.FCC7KUNACXX_L8IGAGTGG		2.804084899084857	295.03849807762407	391	41140	139439430	14552_CER.FCC7KUNACXX_L8IGAGTGG.snap.bam
11285_CER.FCC7L0WACXX_L3ICGTACG		2.3752607180510816	282.7129179203673	501	59631	210924214	11285_CER.FCC7L0WACXX_L3ICGTACG.snap.bam
736_CER.FCC7AFDACXX_L7IGTTTCG		1.3460653421740103	326.9793193957591	141	34251	104749744	736_CER.FCC7AFDACXX_L7IGTTTCG.snap.bam
1114_CER.FCC7AFDACXX_L7ICGTACG		2.1217556384924454	322.13290778123235	261	39626	123011338	1114_CER.FCC7AFDACXX_L7ICGTACG.snap.bam
886_CER.FCC7AFDACXX_L5IACTTGA		2.3927821410686834	301.5883679124965	318	40081	132899688	886_CER.FCC7AFDACXX_L5IACTTGA.snap.bam
11480_CER.FCC7DRJACXX_L2IGATCAG		2.5981366130359365	287.3352908332121	307	33952	118161608	11480_CER.FCC7DRJACXX_L2IGATCAG.snap.bam
11469_CER.FCC79ETACXX_L2IGATCAG		1.346178698683668	294.105429638701	175	38233	129997600	11469_CER.FCC79ETACXX_L2IGATCAG.snap.bam
11295_CER.FCC79ETACXX_L5ITTAGGC		2.2499937522494915	254.11871400964233	224	25299	99555832	11295_CER.FCC79ETACXX_L5ITTAGGC.snap.bam
6870_CER.FCC7AFDACXX_L7IGTGGCC		3.4360702002606414	358.47917119818464	393	41001	114374846	6870_CER.FCC7AFDACXX_L7IGTGGCC.snap.bam
11371_CER.FCC7KRCACXX_L1IACTTGA		0.9678961492392203	304.9731487655289	124	39071	128112918	11371_CER.FCC7KRCACXX_L1IACTTGA.snap.bam
